ASIGNATURA,TEMA O CONCEPTO,SOLO,BLOOM,TEMA_CLASIFICADO,APRENDIZAJE_ASIGNATURA
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO,Concepto de videojuego para evaluar las emociones a partir del color,Abstracto Extendido,Evaluar,Proyecto Integrador,"Manipula datos empleando herramientas y aplicando técnicas para la extracción, limpieza, transformación y preprocesamiento de datos en diferentes entornos y formatos."
ALGORITMIA Y PROGRAMACIÓN,Instrucciones de entrada y salida,Abstracto Extendido,Crear,Otros,"Desarrolla aplicaciones web integrando componentes de tipo front-end y back-end, aplicando principios de arquitectura de software y patrones de diseño, para crear soluciones que respondan a necesidades específicas de usuarios finales."
ALGORITMIA Y PROGRAMACIÓN,Concepto básicos visual basic,Abstracto Extendido,Analizar,Programación VBA,"Determina las aplicaciones del Deep Learning en diferentes contextos, como imágenes y lenguaje natural para la solución de problemas que pueden ser resueltos mediante estas técnicas."
ESTRUCTURAS DE DATOS,Multilistas,NO HAY VERBO,NO HAY VERBO,Programación Python,NO HAY VERBO
ESTRUCTURAS DE DATOS,Multilista ,NO HAY VERBO,NO HAY VERBO,NO HAY TEMA,NO HAY VERBO
ANÁLISIS Y DISEÑO DE ALGORITMOS,algoritmo de ruta minima,Multiestructural,Analizar,Algoritmia,Integra los algoritmos seleccionados con criterios de eficiencia y efectividad para la solución de problemas informáticos complejos.
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO,Criterios de Aceptación - ML System,Relacional,Analizar,Otros,Analiza datos empleando métodos estadísticos y herramientas de visualización de grandes volúmenes de datos y datos geoespaciales para interpretar tendencias y patrones.
ARQUITECTURA DE SOFTWARE,"Tipos de arquitecturas(SOA), Retroalimentación del Parcial - Entrega de Notas",Multiestructural,Crear,Investigación,Crear Automatización de Pruebas y Mejora Continua
ARQUITECTURA DE SOFTWARE,TIPOS DE DIAGRAMAS UML CONCEPTOS PROPIEDADES Y USOS,Abstracto Extendido,Analizar,Algoritmia,Integra los algoritmos seleccionados con criterios de eficiencia y efectividad para la solución de problemas informáticos complejos.
ARQUITECTURA DE SOFTWARE,Atributos de calidad y sus características en el desarrollo de software.,Relacional,Aplicar,Proyecto Integrador,"Manipula datos empleando herramientas y aplicando técnicas para la extracción, limpieza, transformación y preprocesamiento de datos en diferentes entornos y formatos."
ALGORITMIA Y PROGRAMACIÓN,Problema ecuación recta,Preestructural,Evaluar,Otros,Evaluar Estrategias para Verificar la Calidad del Código
SISTEMAS DISTRIBUIDOS COMPUTACIONALES,CONDOR - CONCEPTO HISTORIA Y CARACTERISTICAS,Multiestructural,Comprender,Otros,"Explica fenómenos sociales o naturales a través de conocimientos científicos, tecnológicos y contextuales, en función de la resolución de problemas y la toma decisiones."
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID,Creación subgrupo de gitlab,Relacional,Crear,Otros,"Desarrolla aplicaciones web integrando componentes de tipo front-end y back-end, aplicando principios de arquitectura de software y patrones de diseño, para crear soluciones que respondan a necesidades específicas de usuarios finales."
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID,revisión app,Relacional,Analizar,Otros,Analiza datos empleando métodos estadísticos y herramientas de visualización de grandes volúmenes de datos y datos geoespaciales para interpretar tendencias y patrones.
ANÁLISIS Y DISEÑO DE ALGORITMOS,operaciones elementales en algoritmos,Multiestructural,Crear,Algoritmia,Integra los algoritmos seleccionados con criterios de eficiencia y efectividad para la solución de problemas informáticos complejos.
ANÁLISIS Y DISEÑO DE ALGORITMOS,algoritmo ruta  minima,Multiestructural,Analizar,Algoritmia,Integra los algoritmos seleccionados con criterios de eficiencia y efectividad para la solución de problemas informáticos complejos.
ANÁLISIS Y DISEÑO DE ALGORITMOS,algoritmo backtracking,Multiestructural,Analizar,Algoritmia,Integra los algoritmos seleccionados con criterios de eficiencia y efectividad para la solución de problemas informáticos complejos.
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID,Testeo de aplicación,Abstracto Extendido,Evaluar,Algoritmia,"Evalúa la eficacia de algoritmos, modelos y técnicas IA usadas para la solución de problemas específicos."
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID,aceptación estándares XML,Multiestructural,Comprender,Otros,"Explica fenómenos sociales o naturales a través de conocimientos científicos, tecnológicos y contextuales, en función de la resolución de problemas y la toma decisiones."
INGENIERÍA DE SOFTWARE,Ciclo de vida del software,Multiestructural,Aplicar,Proyecto Integrador,"Manipula datos empleando herramientas y aplicando técnicas para la extracción, limpieza, transformación y preprocesamiento de datos en diferentes entornos y formatos."
ESTRUCTURAS DE DATOS,Listas enlazadas ,Multiestructural,Comprender,Programación Python,"Determina las aplicaciones del Deep Learning en diferentes contextos, como imágenes y lenguaje natural para la solución de problemas que pueden ser resueltos mediante estas técnicas."
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS,Arraylist,NO HAY VERBO,NO HAY VERBO,NO HAY TEMA,NO HAY VERBO
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO,distribución binomial,Abstracto Extendido,Crear,Otros,"Desarrolla aplicaciones web integrando componentes de tipo front-end y back-end, aplicando principios de arquitectura de software y patrones de diseño, para crear soluciones que respondan a necesidades específicas de usuarios finales."
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO,Teoría de colas,Uniestructural,Recordar,Estadística y Matemáticas,Recordar Estrategias de Codificación Efectiva y Eficiente
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO,teoria de colas,Uniestructural,Recordar,Estadística y Matemáticas,Recordar Estrategias de Codificación Efectiva y Eficiente
ESTRUCTURAS DE DATOS,Pilas y Colas,NO HAY VERBO,NO HAY VERBO,Otros,NO HAY VERBO
ESTRUCTURAS DE DATOS,Estructura de Colas,Abstracto Extendido,Crear,Otros,"Desarrolla aplicaciones web integrando componentes de tipo front-end y back-end, aplicando principios de arquitectura de software y patrones de diseño, para crear soluciones que respondan a necesidades específicas de usuarios finales."
ESTRUCTURAS DE DATOS,Pilas y Colas,NO HAY VERBO,NO HAY VERBO,Otros,NO HAY VERBO
ESTRUCTURAS DE DATOS,Multilistas,NO HAY VERBO,NO HAY VERBO,Programación Python,NO HAY VERBO
ESTRUCTURAS DE DATOS,Multilistas,NO HAY VERBO,NO HAY VERBO,Programación Python,NO HAY VERBO
ESTRUCTURAS DE DATOS,Árboles,NO HAY VERBO,NO HAY VERBO,Otros,NO HAY VERBO
ALGORITMIA Y PROGRAMACIÓN,Instrucciones de entrada y salida,Abstracto Extendido,Crear,Otros,"Desarrolla aplicaciones web integrando componentes de tipo front-end y back-end, aplicando principios de arquitectura de software y patrones de diseño, para crear soluciones que respondan a necesidades específicas de usuarios finales."
ALGORITMIA Y PROGRAMACIÓN,Seguimiento de ejercicios algoritmia,Relacional,Aplicar,Algoritmia,Aplica algoritmos que utilizan estructuras de datos para resolver problemas
ALGORITMIA Y PROGRAMACIÓN,Estructura condicional if,Relacional,Crear,Otros,"Desarrolla aplicaciones web integrando componentes de tipo front-end y back-end, aplicando principios de arquitectura de software y patrones de diseño, para crear soluciones que respondan a necesidades específicas de usuarios finales."
ANÁLISIS Y DISEÑO DE ALGORITMOS,Lema de arden,Preestructural,Analizar,Otros,Analiza datos empleando métodos estadísticos y herramientas de visualización de grandes volúmenes de datos y datos geoespaciales para interpretar tendencias y patrones.
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS,Herencia,Preestructural,Crear,Otros,"Desarrolla aplicaciones web integrando componentes de tipo front-end y back-end, aplicando principios de arquitectura de software y patrones de diseño, para crear soluciones que respondan a necesidades específicas de usuarios finales."
ESTRUCTURAS DE DATOS,Listas enlazadas,Multiestructural,Comprender,Programación Python,"Determina las aplicaciones del Deep Learning en diferentes contextos, como imágenes y lenguaje natural para la solución de problemas que pueden ser resueltos mediante estas técnicas."
ESTRUCTURAS DE DATOS,Listas enlazadas,Multiestructural,Comprender,Programación Python,"Determina las aplicaciones del Deep Learning en diferentes contextos, como imágenes y lenguaje natural para la solución de problemas que pueden ser resueltos mediante estas técnicas."
ANÁLISIS Y DISEÑO DE ALGORITMOS,Algoritmos,Multiestructural,Analizar,Algoritmia,Integra los algoritmos seleccionados con criterios de eficiencia y efectividad para la solución de problemas informáticos complejos.
ANÁLISIS Y DISEÑO DE ALGORITMOS,Algoritmos,Multiestructural,Analizar,Algoritmia,Integra los algoritmos seleccionados con criterios de eficiencia y efectividad para la solución de problemas informáticos complejos.
ANÁLISIS Y DISEÑO DE ALGORITMOS,Algoritmoa aplicados,Relacional,Aplicar,Algoritmia,Aplica algoritmos que utilizan estructuras de datos para resolver problemas
ALGORITMIA Y PROGRAMACIÓN,ejercicio teorema pitágoras,Relacional,Aplicar,Otros,"Soluciona problemas de conectividad, rendimiento o seguridad además de llevar a cabo la documentación y mantenimiento de las redes para garantizar su estabilidad y evolución mediante herramientas de monitoreo y diagnóstico de redes"
ALGORITMIA Y PROGRAMACIÓN,Problema ecuación recdta,Preestructural,Evaluar,Otros,Evaluar Estrategias para Verificar la Calidad del Código
ALGORITMIA Y PROGRAMACIÓN,Arreglos,Relacional,Recordar,Otros,Comprender Código y Requerimientos Existentes
ALGORITMIA Y PROGRAMACIÓN,Ciclos ,NO HAY VERBO,Analizar,Otros,Analiza datos empleando métodos estadísticos y herramientas de visualización de grandes volúmenes de datos y datos geoespaciales para interpretar tendencias y patrones.
PROGRAMACIÓN IMPERATIVA,manejo de entorno de programación  en c++,Aplicar,Aplicar,Otros,"Soluciona problemas de conectividad, rendimiento o seguridad además de llevar a cabo la documentación y mantenimiento de las redes para garantizar su estabilidad y evolución mediante herramientas de monitoreo y diagnóstico de redes"
PROGRAMACIÓN IMPERATIVA,estructura if then else,Abstracto Extendido,Crear,Otros,"Desarrolla aplicaciones web integrando componentes de tipo front-end y back-end, aplicando principios de arquitectura de software y patrones de diseño, para crear soluciones que respondan a necesidades específicas de usuarios finales."
PROGRAMACIÓN IMPERATIVA,funciones ,Relacional,Crear,Otros,"Desarrolla aplicaciones web integrando componentes de tipo front-end y back-end, aplicando principios de arquitectura de software y patrones de diseño, para crear soluciones que respondan a necesidades específicas de usuarios finales."
PROGRAMACIÓN IMPERATIVA,argumentos de Funciones,Relacional,Crear,Otros,"Desarrolla aplicaciones web integrando componentes de tipo front-end y back-end, aplicando principios de arquitectura de software y patrones de diseño, para crear soluciones que respondan a necesidades específicas de usuarios finales."
PROGRAMACIÓN IMPERATIVA,funciones,Relacional,Crear,Otros,"Desarrolla aplicaciones web integrando componentes de tipo front-end y back-end, aplicando principios de arquitectura de software y patrones de diseño, para crear soluciones que respondan a necesidades específicas de usuarios finales."
PROGRAMACIÓN IMPERATIVA,cadenas y ciclo for,NO HAY VERBO,Crear,Otros,"Desarrolla aplicaciones web integrando componentes de tipo front-end y back-end, aplicando principios de arquitectura de software y patrones de diseño, para crear soluciones que respondan a necesidades específicas de usuarios finales."
PROGRAMACIÓN IMPERATIVA,cadenas y caracteres,Multiestructural,Analizar,Otros,Analiza datos empleando métodos estadísticos y herramientas de visualización de grandes volúmenes de datos y datos geoespaciales para interpretar tendencias y patrones.
PROGRAMACIÓN IMPERATIVA,Funciones parámetros por referencia,Multiestructural,Crear,Otros,"Desarrolla aplicaciones web integrando componentes de tipo front-end y back-end, aplicando principios de arquitectura de software y patrones de diseño, para crear soluciones que respondan a necesidades específicas de usuarios finales."
PROGRAMACIÓN IMPERATIVA,tipos de datos strings,Relacional,Aplicar,Otros,"Soluciona problemas de conectividad, rendimiento o seguridad además de llevar a cabo la documentación y mantenimiento de las redes para garantizar su estabilidad y evolución mediante herramientas de monitoreo y diagnóstico de redes"
PROGRAMACIÓN IMPERATIVA,Arreglos  vectores,Relacional,Analizar,Otros,Analiza datos empleando métodos estadísticos y herramientas de visualización de grandes volúmenes de datos y datos geoespaciales para interpretar tendencias y patrones.
PROGRAMACIÓN IMPERATIVA,Funciones,Relacional,Crear,Otros,"Desarrolla aplicaciones web integrando componentes de tipo front-end y back-end, aplicando principios de arquitectura de software y patrones de diseño, para crear soluciones que respondan a necesidades específicas de usuarios finales."
ESTRUCTURAS DE DATOS,Listas enlazadas,Multiestructural,Comprender,Programación Python,"Determina las aplicaciones del Deep Learning en diferentes contextos, como imágenes y lenguaje natural para la solución de problemas que pueden ser resueltos mediante estas técnicas."
ESTRUCTURAS DE DATOS,listas enlazada simples,Uniestructural,Aplicar,Programación Python,"Aplica técnicas de QoS para priorizar el tráfico de red, asegurando la entrega eficiente de servicios críticos mediante la virtualización de redes y redes definidas por software (SDN) para una administración más flexible y escalable."
ESTRUCTURAS DE DATOS,Listas,Uniestructural,Recordar,Programación Python,Recordar Estrategias de Codificación Efectiva y Eficiente
ESTRUCTURAS DE DATOS,Listas enlazadas,Multiestructural,Comprender,Programación Python,"Determina las aplicaciones del Deep Learning en diferentes contextos, como imágenes y lenguaje natural para la solución de problemas que pueden ser resueltos mediante estas técnicas."
ESTRUCTURAS DE DATOS,Lectura de cadenas cin.getline,Abstracto Extendido,Recordar,Otros,Comprender Código y Requerimientos Existentes
